user_id,gender,age,age_group,body_type,region,past_purchase_history,browsing_data,accessory_type,season,footwear_type,brand,color,style,outfit_id
621,Male,20,middle-aged,Heavy,East,['hat'],ProductC,watch,Autumn,heels,BrandC,Green,Elegant,621
622,Other,66,middle-aged,Average,North,['pant'],ProductD,sunglasses,Autumn,boots,BrandD,Blue,Sporty,622
623,Male,23,middle-aged,Heavy,South,"['shoe', 'shirt', 'pant', 'jacket']",ProductC,belt,Autumn,heels,BrandB,Black,Casual,623
624,Male,64,senior,Slim,West,['shoe'],ProductD,watch,Summer,flats,BrandA,Black,Elegant,624
625,Other,53,middle-aged,Athletic,North,"['shirt', 'pant', 'hat']",ProductC,belt,Summer,sandals,BrandA,Green,Formal,625
626,Male,33,senior,Slim,West,"['jacket', 'shoe', 'hat', 'pant', 'shirt']",ProductC,necklace,Spring,heels,BrandC,Green,Elegant,626
627,Other,62,middle-aged,Heavy,West,"['pant', 'jacket', 'hat', 'shoe', 'shirt']",ProductB,necklace,Spring,boots,BrandC,White,Casual,627
628,Male,42,middle-aged,Athletic,West,"['pant', 'jacket']",ProductB,watch,Summer,sandals,BrandC,Blue,Formal,628
629,Female,40,middle-aged,Heavy,North,"['hat', 'pant']",ProductA,necklace,Winter,sandals,BrandA,Green,Formal,629
630,Male,54,middle-aged,Athletic,East,"['jacket', 'shirt']",ProductA,belt,Autumn,sandals,BrandB,Black,Elegant,630
631,Other,34,senior,Average,West,"['shirt', 'pant', 'jacket']",ProductB,bracelet,Spring,flats,BrandA,Red,Sporty,631
632,Other,69,senior,Athletic,East,"['hat', 'shoe']",ProductD,watch,Spring,flats,BrandC,White,Sporty,632
633,Female,58,senior,Average,South,"['shoe', 'hat', 'jacket']",ProductA,belt,Winter,flats,BrandA,Green,Casual,633
634,Female,19,middle-aged,Average,West,"['pant', 'jacket', 'shirt']",ProductA,bracelet,Summer,sneakers,BrandC,Blue,Sporty,634
635,Male,59,middle-aged,Average,North,"['shirt', 'pant', 'jacket', 'hat']",ProductD,watch,Winter,heels,BrandA,Red,Formal,635
636,Female,65,young,Slim,East,['shirt'],ProductA,necklace,Spring,flats,BrandD,Blue,Casual,636
637,Male,39,senior,Athletic,North,"['jacket', 'shirt', 'pant']",ProductC,belt,Spring,flats,BrandA,Red,Formal,637
638,Male,22,middle-aged,Heavy,West,"['shoe', 'pant']",ProductE,necklace,Spring,sneakers,BrandA,Black,Formal,638
639,Other,64,young,Slim,West,"['pant', 'shirt', 'shoe', 'jacket', 'hat']",ProductC,watch,Winter,flats,BrandA,Red,Formal,639
640,Other,66,middle-aged,Average,North,"['shoe', 'jacket', 'hat']",ProductA,bracelet,Autumn,sneakers,BrandB,Blue,Formal,640
641,Female,63,senior,Athletic,East,['jacket'],ProductA,necklace,Spring,sandals,BrandC,Black,Formal,641
642,Male,16,young,Slim,West,"['pant', 'shoe', 'hat']",ProductA,sunglasses,Spring,sandals,BrandA,Blue,Sporty,642
643,Other,62,young,Heavy,East,"['hat', 'shoe', 'pant', 'jacket']",ProductC,necklace,Spring,sneakers,BrandB,Red,Sporty,643
644,Male,17,senior,Athletic,North,"['hat', 'shirt', 'pant']",ProductE,watch,Autumn,sneakers,BrandA,Green,Casual,644
645,Female,51,middle-aged,Average,East,"['hat', 'pant', 'shoe', 'shirt']",ProductC,watch,Spring,flats,BrandA,Black,Elegant,645
646,Male,41,senior,Slim,North,"['shirt', 'jacket', 'hat']",ProductB,bracelet,Autumn,heels,BrandA,Black,Formal,646
647,Other,62,middle-aged,Average,South,"['shoe', 'jacket', 'pant', 'shirt', 'hat']",ProductA,sunglasses,Winter,sandals,BrandD,Blue,Sporty,647
648,Male,31,young,Athletic,North,"['shirt', 'pant', 'shoe', 'hat']",ProductC,necklace,Spring,flats,BrandB,Red,Formal,648
649,Male,62,middle-aged,Heavy,South,"['shoe', 'hat', 'pant']",ProductA,necklace,Spring,sneakers,BrandA,Red,Elegant,649
650,Female,58,young,Heavy,North,"['shirt', 'jacket', 'hat']",ProductB,necklace,Spring,sandals,BrandD,White,Formal,650
651,Female,28,middle-aged,Slim,North,"['shoe', 'pant', 'hat', 'shirt', 'jacket']",ProductC,sunglasses,Spring,heels,BrandD,Green,Sporty,651
652,Female,59,young,Slim,West,"['shirt', 'shoe', 'pant']",ProductA,necklace,Spring,boots,BrandD,Green,Formal,652
653,Female,31,senior,Athletic,West,"['jacket', 'hat', 'shirt', 'pant', 'shoe']",ProductB,bracelet,Spring,flats,BrandB,White,Casual,653
654,Male,35,middle-aged,Athletic,South,"['shirt', 'jacket']",ProductE,watch,Summer,boots,BrandA,White,Sporty,654
655,Other,39,young,Heavy,West,"['shirt', 'jacket']",ProductA,belt,Spring,heels,BrandA,Green,Casual,655
656,Other,18,senior,Athletic,South,"['shirt', 'jacket', 'pant']",ProductA,bracelet,Spring,sandals,BrandD,Blue,Formal,656
657,Female,16,middle-aged,Slim,East,"['shoe', 'shirt', 'pant']",ProductC,bracelet,Autumn,flats,BrandC,White,Sporty,657
658,Female,24,middle-aged,Slim,West,['hat'],ProductC,sunglasses,Winter,sneakers,BrandB,Blue,Elegant,658
659,Male,25,middle-aged,Slim,South,['pant'],ProductA,belt,Winter,sneakers,BrandB,Blue,Sporty,659
660,Female,24,senior,Slim,South,['shirt'],ProductC,necklace,Spring,sneakers,BrandA,Green,Sporty,660
661,Male,34,young,Heavy,East,"['jacket', 'shoe', 'hat']",ProductE,bracelet,Winter,flats,BrandB,Red,Formal,661
662,Female,64,senior,Athletic,North,"['pant', 'shirt', 'shoe', 'jacket', 'hat']",ProductB,bracelet,Winter,boots,BrandD,Green,Sporty,662
663,Male,35,middle-aged,Slim,East,"['hat', 'shoe', 'shirt', 'jacket']",ProductA,watch,Winter,sneakers,BrandA,White,Elegant,663
664,Female,64,middle-aged,Average,North,"['shoe', 'hat', 'pant', 'shirt', 'jacket']",ProductB,watch,Winter,boots,BrandB,Red,Elegant,664
665,Female,29,young,Average,West,"['pant', 'jacket', 'hat']",ProductB,bracelet,Spring,boots,BrandA,White,Elegant,665
666,Other,21,middle-aged,Heavy,North,"['hat', 'shoe', 'jacket', 'shirt', 'pant']",ProductC,watch,Autumn,heels,BrandA,White,Casual,666
667,Male,15,middle-aged,Athletic,North,"['pant', 'shoe', 'hat', 'shirt']",ProductC,necklace,Winter,heels,BrandD,Blue,Formal,667
668,Male,49,young,Athletic,South,"['pant', 'shoe']",ProductB,watch,Autumn,sneakers,BrandB,Red,Casual,668
669,Female,15,senior,Heavy,North,['shirt'],ProductB,necklace,Winter,sneakers,BrandD,Blue,Sporty,669
670,Male,45,middle-aged,Slim,East,"['hat', 'pant', 'shoe']",ProductD,belt,Winter,sneakers,BrandC,White,Formal,670
671,Other,27,middle-aged,Slim,North,"['shoe', 'pant']",ProductC,necklace,Spring,heels,BrandB,Blue,Casual,671
672,Male,24,young,Heavy,West,"['pant', 'shoe', 'shirt', 'jacket', 'hat']",ProductE,watch,Winter,heels,BrandA,White,Elegant,672
673,Female,43,young,Athletic,North,"['pant', 'hat', 'shirt', 'jacket', 'shoe']",ProductC,bracelet,Autumn,sneakers,BrandD,Blue,Elegant,673
674,Male,49,senior,Average,West,"['jacket', 'pant', 'hat', 'shirt']",ProductB,bracelet,Spring,flats,BrandA,Red,Casual,674
675,Female,57,young,Athletic,East,['hat'],ProductB,watch,Winter,sandals,BrandA,Green,Casual,675
676,Male,52,senior,Slim,West,"['jacket', 'hat', 'pant']",ProductD,watch,Winter,sandals,BrandD,Black,Casual,676
677,Other,70,middle-aged,Slim,North,['shoe'],ProductD,watch,Autumn,heels,BrandC,Green,Casual,677
678,Male,33,senior,Athletic,West,"['shoe', 'shirt', 'pant', 'jacket']",ProductE,sunglasses,Spring,boots,BrandD,Black,Sporty,678
679,Male,68,senior,Athletic,North,"['jacket', 'hat', 'pant']",ProductC,watch,Winter,boots,BrandB,White,Elegant,679
680,Female,48,young,Athletic,North,['jacket'],ProductB,necklace,Autumn,sandals,BrandB,Black,Casual,680
681,Male,70,middle-aged,Average,South,"['hat', 'pant', 'shoe']",ProductB,bracelet,Summer,sandals,BrandD,White,Casual,681
682,Other,64,middle-aged,Heavy,East,"['shirt', 'pant', 'hat', 'jacket', 'shoe']",ProductC,watch,Summer,flats,BrandC,Red,Formal,682
683,Male,41,middle-aged,Athletic,South,"['shoe', 'jacket', 'hat']",ProductB,sunglasses,Winter,heels,BrandD,Black,Formal,683
684,Other,34,young,Athletic,West,"['pant', 'shoe']",ProductA,bracelet,Summer,heels,BrandD,White,Sporty,684
685,Other,47,senior,Average,South,"['shoe', 'shirt']",ProductE,sunglasses,Spring,sandals,BrandC,Black,Sporty,685
686,Female,30,senior,Average,East,"['shirt', 'pant', 'shoe', 'jacket', 'hat']",ProductB,sunglasses,Autumn,sandals,BrandD,White,Casual,686
687,Female,46,senior,Heavy,East,"['shoe', 'jacket', 'hat', 'shirt']",ProductB,watch,Winter,boots,BrandB,Green,Formal,687
688,Other,55,senior,Slim,South,['shoe'],ProductE,necklace,Winter,sneakers,BrandB,White,Formal,688
689,Other,27,middle-aged,Heavy,East,"['pant', 'jacket', 'shoe', 'shirt', 'hat']",ProductB,watch,Spring,flats,BrandD,Black,Formal,689
690,Male,65,middle-aged,Athletic,West,"['hat', 'shoe', 'jacket']",ProductD,sunglasses,Winter,boots,BrandB,Black,Formal,690
691,Male,43,young,Heavy,East,"['jacket', 'shoe', 'hat', 'pant']",ProductA,necklace,Winter,sneakers,BrandC,Black,Formal,691
692,Other,54,middle-aged,Heavy,East,"['hat', 'shirt', 'pant']",ProductC,belt,Spring,boots,BrandB,Blue,Sporty,692
693,Other,45,senior,Heavy,West,"['hat', 'shoe', 'pant', 'shirt', 'jacket']",ProductE,belt,Spring,boots,BrandB,Black,Sporty,693
694,Female,59,middle-aged,Heavy,South,"['shoe', 'pant', 'jacket', 'shirt']",ProductE,necklace,Summer,boots,BrandA,White,Casual,694
695,Male,26,young,Athletic,West,['shoe'],ProductC,watch,Autumn,heels,BrandA,Red,Formal,695
696,Female,20,senior,Average,East,"['shoe', 'pant', 'hat', 'shirt']",ProductE,watch,Summer,flats,BrandC,Green,Formal,696
697,Female,32,middle-aged,Heavy,West,"['jacket', 'shoe']",ProductE,bracelet,Spring,sneakers,BrandB,Green,Sporty,697
698,Female,38,senior,Average,South,"['shirt', 'jacket']",ProductA,watch,Spring,flats,BrandC,Red,Elegant,698
699,Female,57,middle-aged,Average,East,['shirt'],ProductE,watch,Autumn,flats,BrandA,Blue,Elegant,699
700,Female,40,senior,Slim,North,"['pant', 'shirt', 'shoe', 'jacket', 'hat']",ProductC,belt,Spring,heels,BrandC,Black,Sporty,700
701,Male,55,senior,Average,South,"['pant', 'shoe', 'hat', 'jacket']",ProductD,belt,Summer,heels,BrandA,Black,Formal,701
702,Female,48,middle-aged,Slim,East,"['pant', 'jacket', 'shoe', 'hat', 'shirt']",ProductA,belt,Winter,flats,BrandB,White,Casual,702
703,Male,26,young,Athletic,North,"['shirt', 'pant']",ProductD,watch,Winter,sandals,BrandC,White,Sporty,703
704,Female,45,senior,Heavy,East,"['jacket', 'shirt', 'hat', 'shoe']",ProductB,sunglasses,Autumn,sneakers,BrandD,Blue,Formal,704
705,Other,41,middle-aged,Athletic,North,"['pant', 'shoe']",ProductB,necklace,Autumn,heels,BrandA,Black,Formal,705
706,Female,17,middle-aged,Athletic,North,"['hat', 'jacket', 'pant', 'shoe']",ProductB,bracelet,Autumn,sneakers,BrandB,Red,Elegant,706
707,Female,57,young,Slim,West,['shirt'],ProductA,bracelet,Spring,boots,BrandB,Blue,Sporty,707
708,Female,59,young,Athletic,East,['jacket'],ProductE,belt,Summer,sandals,BrandA,Red,Elegant,708
709,Female,26,middle-aged,Slim,South,"['hat', 'shoe', 'shirt', 'pant', 'jacket']",ProductA,watch,Spring,boots,BrandD,White,Formal,709
710,Male,61,senior,Average,West,"['jacket', 'shoe', 'hat', 'shirt', 'pant']",ProductE,belt,Spring,sneakers,BrandB,Black,Casual,710
711,Male,26,young,Average,East,"['shirt', 'shoe']",ProductA,bracelet,Autumn,sneakers,BrandB,Black,Elegant,711
712,Male,51,middle-aged,Heavy,South,"['pant', 'jacket', 'shoe', 'hat']",ProductB,sunglasses,Summer,flats,BrandD,Blue,Sporty,712
713,Female,37,middle-aged,Slim,South,"['hat', 'shoe', 'pant', 'shirt', 'jacket']",ProductA,belt,Spring,sneakers,BrandB,Red,Formal,713
714,Male,51,middle-aged,Average,West,"['shoe', 'shirt', 'hat']",ProductA,bracelet,Summer,flats,BrandD,Red,Elegant,714
715,Other,46,senior,Athletic,South,"['hat', 'shoe', 'jacket']",ProductD,belt,Summer,heels,BrandA,Red,Formal,715
716,Female,28,young,Slim,East,['jacket'],ProductE,watch,Winter,flats,BrandB,White,Casual,716
717,Female,50,young,Slim,South,['pant'],ProductE,sunglasses,Summer,heels,BrandC,Black,Elegant,717
718,Male,70,middle-aged,Athletic,West,"['jacket', 'hat']",ProductE,necklace,Summer,heels,BrandC,White,Casual,718
719,Male,27,middle-aged,Slim,East,"['jacket', 'shirt', 'hat', 'shoe', 'pant']",ProductC,belt,Summer,sneakers,BrandD,White,Sporty,719
720,Male,15,middle-aged,Slim,South,"['shirt', 'jacket', 'shoe']",ProductC,sunglasses,Autumn,sneakers,BrandC,Red,Sporty,720
721,Female,26,senior,Average,South,"['pant', 'shoe']",ProductD,belt,Summer,boots,BrandC,Blue,Sporty,721
722,Female,30,senior,Athletic,South,"['shirt', 'jacket', 'shoe']",ProductA,sunglasses,Autumn,sandals,BrandB,Blue,Casual,722
723,Female,66,middle-aged,Average,West,"['hat', 'shoe', 'shirt', 'jacket']",ProductD,watch,Summer,flats,BrandD,White,Elegant,723
724,Other,61,middle-aged,Heavy,West,['shirt'],ProductC,belt,Winter,boots,BrandC,Green,Sporty,724
725,Female,36,middle-aged,Heavy,North,"['shoe', 'shirt']",ProductD,bracelet,Summer,heels,BrandA,White,Sporty,725
726,Male,55,middle-aged,Average,West,"['shirt', 'jacket']",ProductB,necklace,Spring,heels,BrandB,Green,Sporty,726
727,Female,47,middle-aged,Heavy,East,"['shirt', 'shoe', 'pant', 'jacket', 'hat']",ProductE,sunglasses,Spring,sandals,BrandD,Red,Elegant,727
728,Other,49,middle-aged,Average,South,['hat'],ProductE,bracelet,Spring,boots,BrandC,White,Sporty,728
729,Other,59,middle-aged,Athletic,West,"['pant', 'jacket']",ProductA,bracelet,Spring,boots,BrandA,Red,Sporty,729
730,Female,67,senior,Average,East,"['hat', 'shoe', 'pant']",ProductC,sunglasses,Summer,flats,BrandB,Blue,Formal,730
731,Other,29,young,Average,North,"['shoe', 'hat', 'shirt', 'jacket']",ProductE,sunglasses,Autumn,sandals,BrandB,Blue,Casual,731
732,Female,16,middle-aged,Slim,North,"['shirt', 'hat', 'jacket', 'pant', 'shoe']",ProductA,sunglasses,Summer,flats,BrandD,Red,Formal,732
733,Female,67,senior,Average,North,"['shirt', 'hat', 'pant', 'jacket', 'shoe']",ProductE,sunglasses,Summer,sandals,BrandD,Green,Casual,733
734,Female,63,middle-aged,Athletic,North,"['pant', 'shoe', 'hat', 'shirt', 'jacket']",ProductD,sunglasses,Summer,flats,BrandA,Blue,Elegant,734
735,Female,46,middle-aged,Athletic,North,['jacket'],ProductA,necklace,Spring,sneakers,BrandC,Green,Casual,735
736,Male,29,middle-aged,Heavy,West,"['shoe', 'pant', 'hat']",ProductA,belt,Autumn,boots,BrandB,Black,Elegant,736
737,Female,26,middle-aged,Athletic,West,"['hat', 'shirt', 'jacket', 'pant']",ProductB,belt,Summer,sandals,BrandC,Green,Sporty,737
738,Female,41,middle-aged,Average,West,"['shoe', 'hat', 'shirt']",ProductD,belt,Winter,sneakers,BrandD,Green,Elegant,738
739,Female,52,middle-aged,Slim,North,"['jacket', 'shoe', 'pant', 'hat']",ProductC,belt,Winter,boots,BrandB,Black,Elegant,739
740,Female,20,senior,Heavy,North,['pant'],ProductC,sunglasses,Summer,heels,BrandA,Green,Elegant,740
741,Other,37,middle-aged,Slim,North,"['shoe', 'shirt', 'jacket', 'pant']",ProductA,watch,Summer,sneakers,BrandC,Green,Formal,741
742,Male,27,senior,Athletic,East,"['shirt', 'hat']",ProductB,watch,Autumn,heels,BrandA,Blue,Formal,742
743,Female,20,middle-aged,Heavy,South,"['hat', 'shirt', 'jacket', 'pant', 'shoe']",ProductE,belt,Winter,flats,BrandA,Blue,Casual,743
744,Male,51,middle-aged,Average,North,"['hat', 'shoe', 'shirt', 'jacket', 'pant']",ProductA,watch,Summer,boots,BrandB,Red,Elegant,744
745,Male,59,young,Slim,East,"['shirt', 'hat', 'jacket']",ProductD,necklace,Autumn,heels,BrandC,Red,Elegant,745
746,Female,41,young,Slim,West,['hat'],ProductC,belt,Winter,sandals,BrandD,Blue,Elegant,746
747,Male,43,middle-aged,Athletic,West,"['hat', 'pant']",ProductB,sunglasses,Summer,flats,BrandA,Black,Formal,747
748,Female,23,middle-aged,Slim,East,"['jacket', 'hat']",ProductB,sunglasses,Autumn,heels,BrandA,White,Elegant,748
749,Female,31,middle-aged,Athletic,West,"['jacket', 'hat', 'shirt', 'pant', 'shoe']",ProductA,watch,Autumn,flats,BrandD,Blue,Elegant,749
750,Other,24,middle-aged,Slim,East,['shoe'],ProductC,sunglasses,Autumn,flats,BrandC,White,Sporty,750
751,Male,37,middle-aged,Heavy,West,['jacket'],ProductC,sunglasses,Autumn,boots,BrandC,Blue,Formal,751
752,Female,28,middle-aged,Average,East,['shirt'],ProductC,watch,Summer,boots,BrandC,Blue,Formal,752
753,Female,58,middle-aged,Athletic,North,"['pant', 'shoe', 'shirt', 'hat']",ProductA,belt,Winter,sandals,BrandB,Green,Formal,753
754,Other,41,senior,Athletic,South,"['shirt', 'shoe', 'jacket', 'hat', 'pant']",ProductE,sunglasses,Autumn,boots,BrandD,White,Elegant,754
755,Other,42,young,Heavy,North,"['pant', 'shirt', 'jacket']",ProductD,sunglasses,Summer,flats,BrandB,White,Elegant,755
756,Male,54,senior,Heavy,West,"['pant', 'shirt', 'hat']",ProductA,sunglasses,Summer,heels,BrandC,Green,Formal,756
757,Female,29,senior,Heavy,West,"['shoe', 'jacket', 'pant', 'shirt']",ProductA,bracelet,Autumn,heels,BrandC,Black,Elegant,757
758,Male,32,senior,Heavy,West,"['shirt', 'jacket', 'shoe', 'pant', 'hat']",ProductE,bracelet,Summer,sneakers,BrandB,Green,Elegant,758
759,Male,24,middle-aged,Heavy,South,"['jacket', 'shirt', 'pant', 'shoe']",ProductD,belt,Autumn,sandals,BrandC,Green,Sporty,759
760,Other,19,senior,Athletic,West,"['jacket', 'hat']",ProductC,sunglasses,Summer,heels,BrandA,White,Sporty,760
761,Female,56,senior,Average,North,"['shoe', 'hat', 'jacket', 'pant']",ProductD,necklace,Winter,sandals,BrandD,Blue,Formal,761
762,Male,56,middle-aged,Average,West,"['jacket', 'hat', 'shoe', 'shirt', 'pant']",ProductC,watch,Winter,sandals,BrandB,Green,Casual,762
763,Male,48,senior,Athletic,South,"['jacket', 'shoe']",ProductE,sunglasses,Spring,heels,BrandC,Blue,Formal,763
764,Male,53,senior,Slim,North,"['hat', 'pant', 'jacket', 'shirt']",ProductA,sunglasses,Winter,heels,BrandD,Red,Sporty,764
765,Other,33,senior,Average,West,"['shoe', 'pant', 'jacket', 'shirt']",ProductA,sunglasses,Spring,sandals,BrandD,White,Casual,765
766,Other,29,senior,Athletic,South,"['shirt', 'hat', 'jacket', 'pant']",ProductE,bracelet,Summer,boots,BrandB,Red,Casual,766
767,Other,58,middle-aged,Athletic,South,['jacket'],ProductE,necklace,Spring,boots,BrandD,Black,Formal,767
768,Male,49,middle-aged,Slim,East,"['pant', 'shoe', 'jacket', 'hat']",ProductA,watch,Winter,heels,BrandA,Green,Sporty,768
769,Female,39,young,Slim,East,['shoe'],ProductC,necklace,Summer,heels,BrandD,Blue,Casual,769
770,Male,42,senior,Slim,West,"['pant', 'shirt', 'shoe', 'jacket']",ProductD,sunglasses,Autumn,flats,BrandC,Black,Sporty,770
771,Male,63,senior,Average,East,"['hat', 'jacket', 'shirt']",ProductB,watch,Spring,sneakers,BrandC,Black,Casual,771
772,Other,49,senior,Athletic,North,"['shirt', 'hat']",ProductE,watch,Summer,boots,BrandA,Green,Sporty,772
773,Female,23,middle-aged,Slim,North,"['hat', 'shoe', 'pant', 'jacket']",ProductC,bracelet,Spring,sandals,BrandD,Blue,Elegant,773
774,Other,32,senior,Heavy,East,"['pant', 'shoe']",ProductB,watch,Summer,sandals,BrandC,Red,Elegant,774
775,Female,61,senior,Heavy,West,['pant'],ProductE,sunglasses,Spring,boots,BrandB,Red,Elegant,775
776,Female,23,senior,Heavy,South,"['pant', 'shoe']",ProductA,sunglasses,Winter,sandals,BrandD,Black,Sporty,776
777,Male,21,young,Slim,North,"['shirt', 'shoe', 'pant', 'jacket', 'hat']",ProductD,belt,Autumn,boots,BrandB,White,Casual,777
778,Other,41,middle-aged,Athletic,West,"['jacket', 'shirt', 'shoe']",ProductB,bracelet,Summer,boots,BrandC,White,Elegant,778
779,Other,52,young,Average,East,"['hat', 'shirt', 'pant']",ProductB,bracelet,Autumn,boots,BrandD,Black,Formal,779
780,Male,46,young,Average,North,"['shirt', 'jacket', 'pant']",ProductD,sunglasses,Autumn,sandals,BrandA,Green,Elegant,780
781,Other,18,senior,Athletic,North,"['hat', 'shoe']",ProductA,belt,Summer,flats,BrandA,Blue,Formal,781
782,Other,20,senior,Heavy,East,"['pant', 'shoe', 'shirt', 'jacket']",ProductB,belt,Autumn,sneakers,BrandC,White,Casual,782
783,Female,37,middle-aged,Average,South,"['shoe', 'hat', 'shirt', 'jacket', 'pant']",ProductD,sunglasses,Winter,boots,BrandD,Blue,Elegant,783
784,Other,53,middle-aged,Athletic,North,"['hat', 'shirt', 'shoe', 'jacket']",ProductD,bracelet,Spring,flats,BrandD,Red,Sporty,784
785,Female,57,middle-aged,Athletic,West,"['shoe', 'shirt']",ProductA,necklace,Winter,flats,BrandD,Black,Elegant,785
786,Male,27,senior,Slim,North,"['pant', 'shirt', 'shoe', 'jacket']",ProductD,belt,Winter,sneakers,BrandB,Black,Sporty,786
787,Male,19,middle-aged,Average,North,"['jacket', 'hat', 'shoe', 'shirt', 'pant']",ProductA,necklace,Summer,sandals,BrandA,Green,Casual,787
788,Female,49,middle-aged,Athletic,West,"['hat', 'jacket']",ProductC,bracelet,Autumn,boots,BrandC,Blue,Elegant,788
789,Male,18,senior,Average,North,"['shirt', 'jacket']",ProductC,belt,Winter,boots,BrandB,White,Casual,789
790,Other,38,middle-aged,Heavy,North,"['shoe', 'hat', 'jacket', 'pant', 'shirt']",ProductA,necklace,Summer,boots,BrandA,Black,Casual,790
791,Male,27,middle-aged,Heavy,East,"['hat', 'shoe']",ProductC,belt,Spring,sneakers,BrandD,Blue,Elegant,791
792,Female,25,middle-aged,Heavy,North,"['shirt', 'shoe']",ProductB,watch,Summer,sneakers,BrandB,Red,Formal,792
793,Female,33,middle-aged,Average,North,"['pant', 'shoe', 'jacket', 'shirt']",ProductB,belt,Autumn,sandals,BrandD,Black,Casual,793
794,Male,56,young,Average,North,"['shoe', 'pant', 'shirt', 'jacket', 'hat']",ProductE,bracelet,Summer,flats,BrandC,Red,Casual,794
795,Other,33,senior,Heavy,South,"['hat', 'jacket', 'shirt']",ProductD,bracelet,Summer,heels,BrandA,Red,Formal,795
796,Male,70,middle-aged,Average,East,"['hat', 'jacket', 'shirt', 'shoe', 'pant']",ProductE,belt,Summer,heels,BrandB,Green,Elegant,796
797,Male,20,senior,Heavy,South,"['shirt', 'pant', 'jacket', 'hat']",ProductB,bracelet,Summer,boots,BrandD,Green,Casual,797
798,Female,41,middle-aged,Slim,North,"['shoe', 'pant', 'jacket', 'shirt', 'hat']",ProductD,watch,Winter,sneakers,BrandD,Black,Elegant,798
799,Other,24,middle-aged,Heavy,South,"['shirt', 'pant', 'hat', 'shoe', 'jacket']",ProductD,watch,Winter,heels,BrandC,White,Elegant,799
800,Male,39,middle-aged,Heavy,South,['jacket'],ProductB,watch,Winter,heels,BrandC,Blue,Casual,800
801,Other,15,senior,Athletic,East,['hat'],ProductD,necklace,Summer,sneakers,BrandA,Green,Elegant,801
802,Other,31,middle-aged,Average,West,"['jacket', 'shirt']",ProductA,sunglasses,Winter,flats,BrandA,Green,Casual,802
803,Female,48,young,Average,East,"['shirt', 'jacket', 'pant', 'shoe']",ProductE,sunglasses,Autumn,boots,BrandA,Red,Formal,803
804,Male,27,middle-aged,Heavy,North,"['hat', 'shirt', 'jacket']",ProductE,bracelet,Autumn,sneakers,BrandC,White,Casual,804
805,Male,26,senior,Athletic,West,"['shoe', 'hat', 'pant', 'jacket', 'shirt']",ProductB,necklace,Winter,heels,BrandC,Green,Elegant,805
806,Male,56,young,Athletic,East,['shoe'],ProductA,sunglasses,Spring,heels,BrandB,Green,Elegant,806
807,Other,34,young,Slim,East,"['shoe', 'hat']",ProductD,necklace,Summer,heels,BrandA,Red,Sporty,807
808,Male,25,senior,Heavy,West,['shoe'],ProductE,belt,Autumn,sneakers,BrandD,Green,Casual,808
809,Other,70,young,Heavy,West,"['shoe', 'hat', 'pant', 'jacket', 'shirt']",ProductA,sunglasses,Autumn,boots,BrandD,Green,Formal,809
810,Female,38,young,Slim,South,"['shirt', 'hat', 'jacket', 'pant']",ProductD,belt,Summer,sneakers,BrandB,Red,Sporty,810
811,Male,28,senior,Athletic,South,"['jacket', 'hat']",ProductB,watch,Autumn,boots,BrandC,Red,Formal,811
812,Male,57,young,Athletic,North,"['pant', 'shirt', 'shoe', 'hat']",ProductC,necklace,Spring,boots,BrandA,Blue,Formal,812
813,Other,61,middle-aged,Slim,South,"['pant', 'hat', 'jacket', 'shoe']",ProductA,necklace,Spring,heels,BrandC,Red,Formal,813
814,Other,61,senior,Slim,South,"['jacket', 'shoe', 'hat']",ProductC,sunglasses,Autumn,flats,BrandC,Green,Formal,814
815,Other,54,senior,Athletic,South,"['shirt', 'shoe', 'jacket', 'hat']",ProductB,belt,Winter,sneakers,BrandD,Green,Elegant,815
816,Female,28,middle-aged,Slim,East,"['hat', 'shirt', 'jacket']",ProductA,sunglasses,Summer,sandals,BrandA,Red,Elegant,816
817,Other,23,middle-aged,Heavy,North,['jacket'],ProductC,belt,Winter,boots,BrandC,Black,Elegant,817
818,Other,35,young,Athletic,North,"['pant', 'shirt', 'hat']",ProductE,watch,Winter,sneakers,BrandB,Red,Casual,818
819,Female,16,senior,Average,West,['jacket'],ProductE,necklace,Autumn,boots,BrandB,Blue,Casual,819
820,Male,17,senior,Average,East,"['jacket', 'hat']",ProductA,sunglasses,Autumn,sandals,BrandA,Black,Sporty,820
821,Male,56,middle-aged,Slim,South,['hat'],ProductD,belt,Winter,sandals,BrandD,Green,Elegant,821
822,Female,44,middle-aged,Heavy,South,"['hat', 'pant', 'jacket', 'shoe', 'shirt']",ProductC,sunglasses,Autumn,heels,BrandD,Black,Elegant,822
823,Female,50,young,Average,East,['hat'],ProductB,necklace,Summer,boots,BrandB,White,Casual,823
824,Other,19,senior,Athletic,East,['shirt'],ProductD,belt,Summer,sandals,BrandB,White,Casual,824
825,Male,30,senior,Athletic,West,"['hat', 'pant', 'jacket']",ProductB,belt,Spring,sneakers,BrandA,Blue,Formal,825
826,Other,62,middle-aged,Heavy,North,"['shoe', 'shirt']",ProductC,necklace,Spring,sneakers,BrandD,Red,Formal,826
827,Other,57,middle-aged,Athletic,West,"['shirt', 'shoe', 'jacket', 'hat']",ProductA,necklace,Winter,sneakers,BrandA,Black,Casual,827
828,Female,70,middle-aged,Slim,North,['shoe'],ProductC,necklace,Summer,sandals,BrandC,Black,Formal,828
